Datetime,Data0,cash
2011-08-23 00:00:00+00:00,651344.4,11139862.606390001
2011-08-24 00:00:00+00:00,644011.2,11078752.606390001
2011-08-25 00:00:00+00:00,669866.4,11294212.606390001
2011-08-26 00:00:00+00:00,665683.2,11259352.606390001
2011-08-29 00:00:00+00:00,562852.8,11398241.254870001
2011-08-30 00:00:00+00:00,651243.6,11266781.514610002
2011-08-31 00:00:00+00:00,654696.0,11295551.514610002
2011-09-01 00:00:00+00:00,650361.6,11259431.514610002
2011-09-02 00:00:00+00:00,645850.7999999999,11221841.514610002
2011-09-05 00:00:00+00:00,632066.4,11106971.514610002
2011-09-06 00:00:00+00:00,629496.0,11085551.514610002
2011-09-07 00:00:00+00:00,638416.7999999999,11159891.514610002
2011-09-08 00:00:00+00:00,635292.0,11203931.58817
2011-09-09 00:00:00+00:00,722764.7999999999,11088679.46467
2011-09-13 00:00:00+00:00,715622.4,11029159.46467
2011-09-14 00:00:00+00:00,717667.2,11046199.46467
2011-09-15 00:00:00+00:00,716227.2,11034199.46467
2011-09-16 00:00:00+00:00,717379.2,11043799.46467
2011-09-19 00:00:00+00:00,699926.4,10898359.46467
2011-09-20 00:00:00+00:00,709372.7999999999,10845492.759550001
2011-09-21 00:00:00+00:00,725299.2,10968494.43331
2011-09-22 00:00:00+00:00,616064.4,11197739.77891
2011-09-23 00:00:00+00:00,612334.7999999999,11228819.77891
2011-09-26 00:00:00+00:00,597920.4,11348939.77891
2011-09-27 00:00:00+00:00,607748.4,11267039.77891
2011-09-28 00:00:00+00:00,515116.80000000005,11332113.049420001
2011-09-29 00:00:00+00:00,512784.0,11312673.049420001
2011-09-30 00:00:00+00:00,505893.6,11255253.049420001
2011-10-10 00:00:00+00:00,589352.4,11163781.28893
2011-10-11 00:00:00+00:00,586051.2,11136271.28893
2011-10-12 00:00:00+00:00,604774.7999999999,11292301.28893
2011-10-13 00:00:00+00:00,435150.0,11438963.37721
2011-10-14 00:00:00+00:00,435492.0,11436113.37721
2011-10-17 00:00:00+00:00,523929.6,11356481.34475
2011-10-18 00:00:00+00:00,510300.0,11242901.34475
2011-10-19 00:00:00+00:00,508917.6,11231381.34475
2011-10-20 00:00:00+00:00,496800.0,11130401.34475
2011-10-21 00:00:00+00:00,496173.6,11161221.30475
2011-10-24 00:00:00+00:00,591544.7999999999,11184576.05488
2011-10-25 00:00:00+00:00,516002.39999999997,11181496.2931
2011-10-26 00:00:00+00:00,524037.6,11114536.2931
2011-10-27 00:00:00+00:00,526586.3999999999,11118576.212019999
2011-10-28 00:00:00+00:00,531943.2,11163216.212019999
2011-10-31 00:00:00+00:00,530128.8,11148096.212019999
2011-11-01 00:00:00+00:00,528724.8,11136396.212019999
2011-11-02 00:00:00+00:00,546501.6,11284536.212019999
2011-11-03 00:00:00+00:00,540691.2,11310282.71974
2011-11-04 00:00:00+00:00,545767.2,11267982.71974
2011-11-07 00:00:00+00:00,632671.2,11143719.274749998
2011-11-08 00:00:00+00:00,629319.6,11175463.950789997
2011-11-09 00:00:00+00:00,721065.6,11104014.280239997
2011-11-10 00:00:00+00:00,708739.2,11001294.280239997
2011-11-11 00:00:00+00:00,707068.7999999999,11025425.79688
2011-11-14 00:00:00+00:00,722160.0,11152585.153839998
2011-11-15 00:00:00+00:00,719136.0,11127385.153839998
2011-11-16 00:00:00+00:00,790138.7999999999,11182543.055739999
2011-11-17 00:00:00+00:00,613065.6,11364359.42326
2011-11-18 00:00:00+00:00,599659.2,11252639.42326
2011-11-21 00:00:00+00:00,684230.4,11157837.40402
2011-11-22 00:00:00+00:00,683596.7999999999,11152557.40402
2011-11-23 00:00:00+00:00,677088.0,11098317.40402
2011-11-24 00:00:00+00:00,680198.4,11124237.40402
2011-11-25 00:00:00+00:00,757803.6,11120785.16488
2011-11-28 00:00:00+00:00,761335.2000000001,11157344.273500001
2011-11-29 00:00:00+00:00,766324.7999999999,11198924.2735
2011-11-30 00:00:00+00:00,827280.0,11306545.79578
2011-12-01 00:00:00+00:00,845244.0,11156845.79578
2011-12-02 00:00:00+00:00,587512.7999999999,11381721.587109998
2011-12-05 00:00:00+00:00,580910.4,11440674.373869997
2011-12-06 00:00:00+00:00,659548.7999999999,11327810.985669998
2011-12-07 00:00:00+00:00,664214.4,11366690.985669998
