date,amount,price,sid,symbol,value
2019-01-30 00:00:00+00:00,-2.0,8672.2,2,ic00,17344.4
2019-02-01 00:00:00+00:00,5.0,4016.7,0,if00,-20083.5
2019-02-01 00:00:00+00:00,8.0,3046.9,1,ih00,-24375.2
2019-02-11 00:00:00+00:00,5.0,4046.0,0,if00,-20230.0
2019-04-26 00:00:00+00:00,-14.0,4881.3,0,if00,68338.2
2019-04-29 00:00:00+00:00,-21.0,3516.7,1,ih00,73850.7
2019-04-30 00:00:00+00:00,-1.0,10878.9,2,ic00,10878.9
2019-05-07 00:00:00+00:00,-2.0,4593.8,0,if00,9187.6
2019-05-07 00:00:00+00:00,-4.0,3407.2,1,ih00,13628.8
2019-05-07 00:00:00+00:00,-1.0,10120.3,2,ic00,10120.3
2019-05-09 00:00:00+00:00,-4.0,3318.0,1,ih00,13272.0
2019-05-10 00:00:00+00:00,-3.0,4523.7,0,if00,13571.099999999999
2019-06-12 00:00:00+00:00,5.0,4605.8,0,if00,-23029.0
2019-06-12 00:00:00+00:00,8.0,3382.2,1,ih00,-27057.6
2019-06-20 00:00:00+00:00,3.0,4638.2,0,if00,-13914.599999999999
2019-06-20 00:00:00+00:00,5.0,3458.9,1,ih00,-17294.5
2019-06-21 00:00:00+00:00,3.0,4789.0,0,if00,-14367.0
2019-06-21 00:00:00+00:00,5.0,3567.5,1,ih00,-17837.5
2019-06-24 00:00:00+00:00,2.0,10616.7,2,ic00,-21233.4
2019-07-02 00:00:00+00:00,3.0,4881.9,0,if00,-14645.699999999999
2019-07-02 00:00:00+00:00,5.0,3641.6,1,ih00,-18208.0
2019-07-10 00:00:00+00:00,-15.0,3534.3,1,ih00,53014.5
2019-07-19 00:00:00+00:00,-9.0,4749.2,0,if00,42742.799999999996
2019-08-06 00:00:00+00:00,-4.0,4532.3,0,if00,18129.2
2019-08-06 00:00:00+00:00,-6.0,3348.4,1,ih00,20090.4
2019-08-07 00:00:00+00:00,-2.0,10030.0,2,ic00,20060.0
2019-08-08 00:00:00+00:00,-2.0,9976.1,2,ic00,19952.2
2019-08-12 00:00:00+00:00,-2.0,9885.5,2,ic00,19771.0
2019-08-20 00:00:00+00:00,4.0,4765.3,0,if00,-19061.2
2019-08-20 00:00:00+00:00,6.0,3508.9,1,ih00,-21053.4
2019-08-20 00:00:00+00:00,6.0,10595.6,2,ic00,-63573.600000000006
2019-09-03 00:00:00+00:00,2.0,10917.4,2,ic00,-21834.8
2019-09-05 00:00:00+00:00,4.0,4945.2,0,if00,-19780.8
2019-09-05 00:00:00+00:00,6.0,3611.5,1,ih00,-21669.0
2019-09-05 00:00:00+00:00,2.0,11215.2,2,ic00,-22430.4
2019-09-09 00:00:00+00:00,5.0,5027.5,0,if00,-25137.5
2019-09-09 00:00:00+00:00,7.0,3693.7,1,ih00,-25855.899999999998
2019-09-12 00:00:00+00:00,-13.0,3658.5,1,ih00,47560.5
2019-09-12 00:00:00+00:00,2.0,11451.3,2,ic00,-22902.6
2019-09-18 00:00:00+00:00,-9.0,4930.8,0,if00,44377.200000000004
2019-09-18 00:00:00+00:00,-6.0,11243.2,2,ic00,67459.20000000001
2019-11-06 00:00:00+00:00,5.0,5059.5,0,if00,-25297.5
2019-11-13 00:00:00+00:00,-5.0,4922.9,0,if00,24614.5
2019-11-25 00:00:00+00:00,-7.0,3606.9,1,ih00,25248.3
2019-12-02 00:00:00+00:00,-5.0,4864.9,0,if00,24324.5
2019-12-02 00:00:00+00:00,-8.0,3573.9,1,ih00,28591.2
2019-12-09 00:00:00+00:00,3.0,11247.9,2,ic00,-33743.7
2019-12-16 00:00:00+00:00,5.0,5025.2,0,if00,-25126.0
2019-12-16 00:00:00+00:00,15.0,3695.9,1,ih00,-55438.5
2019-12-16 00:00:00+00:00,3.0,11384.0,2,ic00,-34152.0
2019-12-17 00:00:00+00:00,3.0,11569.8,2,ic00,-34709.399999999994
2019-12-18 00:00:00+00:00,8.0,3742.5,1,ih00,-29940.0
2019-12-31 00:00:00+00:00,9.0,3769.1,1,ih00,-33921.9
2020-01-02 00:00:00+00:00,5.0,5209.4,0,if00,-26047.0
2020-01-22 00:00:00+00:00,-17.0,3700.9,1,ih00,62915.3
2020-02-03 00:00:00+00:00,-5.0,4618.8,0,if00,23094.0
2020-02-03 00:00:00+00:00,-7.0,3309.3,1,ih00,23165.100000000002
2020-02-03 00:00:00+00:00,-9.0,10739.1,2,ic00,96651.90000000001
2020-02-04 00:00:00+00:00,-3.0,4602.4,0,if00,13807.199999999999
2020-02-04 00:00:00+00:00,-5.0,3326.7,1,ih00,16633.5
2020-02-04 00:00:00+00:00,-1.0,10764.2,2,ic00,10764.2
2020-02-07 00:00:00+00:00,3.0,4866.8,0,if00,-14600.400000000001
2020-02-07 00:00:00+00:00,12.0,3474.0,1,ih00,-41688.0
2020-02-07 00:00:00+00:00,1.0,11682.9,2,ic00,-11682.9
2020-02-18 00:00:00+00:00,1.0,12571.7,2,ic00,-12571.7
2020-02-21 00:00:00+00:00,1.0,12767.8,2,ic00,-12767.8
2020-02-24 00:00:00+00:00,1.0,12975.0,2,ic00,-12975.0
